Action,Date,Venue,Activity,SourceFile,SourceSheet,SourceSessionRef,SessionId,SourceCard,SourceRawIdentity,SourceName,MemberRef,Detail
REVIEW_2024_SESSION_TIME_MISSING,2024-06-05,Calthorpe Wellbeing Hub,Tennis,Tennis Register 2024.xlsx,Tennis,2024-06-05|Calthorpe Wellbeing Hub,,,,,,"2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Wednesday slots at venue: 12:15-13:15 x16, 10:00-11:30 x4, 16:00-17:00 x2, 16:30-17:30 x1; all later venue slots: 12:15-13:15 x20, 10:00-11:30 x17, 16:30-17:30 x17, 16:00-17:00 x10, 10:30-11:30 x2, 11:30-12:30 x2, 12:00-13:00 x2, 10:30-12:30 x1"
REVIEW_2024_SESSION_TIME_MISSING,2024-06-06,Calthorpe Wellbeing Hub,Tennis,Tennis Register 2024.xlsx,Tennis,2024-06-06|Calthorpe Wellbeing Hub,,,,,,"2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Thursday slots at venue: none; all later venue slots: 12:15-13:15 x20, 10:00-11:30 x17, 16:30-17:30 x17, 16:00-17:00 x10, 10:30-11:30 x2, 11:30-12:30 x2, 12:00-13:00 x2, 10:30-12:30 x1"
REVIEW_2024_SESSION_TIME_MISSING,2024-06-11,Calthorpe Wellbeing Hub,Tennis,Tennis Register 2024.xlsx,Tennis,2024-06-11|Calthorpe Wellbeing Hub,,,,,,"2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Tuesday slots at venue: 16:30-17:30 x16, 16:00-17:00 x7, 10:00-11:30 x1; all later venue slots: 12:15-13:15 x20, 10:00-11:30 x17, 16:30-17:30 x17, 16:00-17:00 x10, 10:30-11:30 x2, 11:30-12:30 x2, 12:00-13:00 x2, 10:30-12:30 x1"
REVIEW_2024_SESSION_TIME_MISSING,2024-06-12,Calthorpe Wellbeing Hub,Tennis,Tennis Register 2024.xlsx,Tennis,2024-06-12|Calthorpe Wellbeing Hub,,,,,,"2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Wednesday slots at venue: 12:15-13:15 x16, 10:00-11:30 x4, 16:00-17:00 x2, 16:30-17:30 x1; all later venue slots: 12:15-13:15 x20, 10:00-11:30 x17, 16:30-17:30 x17, 16:00-17:00 x10, 10:30-11:30 x2, 11:30-12:30 x2, 12:00-13:00 x2, 10:30-12:30 x1"
REVIEW_2024_SESSION_TIME_MISSING,2024-06-18,Calthorpe Wellbeing Hub,Tennis,Tennis Register 2024.xlsx,Tennis,2024-06-18|Calthorpe Wellbeing Hub,,,,,,"2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Tuesday slots at venue: 16:30-17:30 x16, 16:00-17:00 x7, 10:00-11:30 x1; all later venue slots: 12:15-13:15 x20, 10:00-11:30 x17, 16:30-17:30 x17, 16:00-17:00 x10, 10:30-11:30 x2, 11:30-12:30 x2, 12:00-13:00 x2, 10:30-12:30 x1"
REVIEW_2024_SESSION_TIME_MISSING,2024-06-20,Calthorpe Wellbeing Hub,Tennis,Tennis Register 2024.xlsx,Tennis,2024-06-20|Calthorpe Wellbeing Hub,,,,,,"2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Thursday slots at venue: none; all later venue slots: 12:15-13:15 x20, 10:00-11:30 x17, 16:30-17:30 x17, 16:00-17:00 x10, 10:30-11:30 x2, 11:30-12:30 x2, 12:00-13:00 x2, 10:30-12:30 x1"
REVIEW_2024_SESSION_TIME_MISSING,2024-06-25,Calthorpe Wellbeing Hub,Tennis,Tennis Register 2024.xlsx,Tennis,2024-06-25|Calthorpe Wellbeing Hub,,,,,,"2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Tuesday slots at venue: 16:30-17:30 x16, 16:00-17:00 x7, 10:00-11:30 x1; all later venue slots: 12:15-13:15 x20, 10:00-11:30 x17, 16:30-17:30 x17, 16:00-17:00 x10, 10:30-11:30 x2, 11:30-12:30 x2, 12:00-13:00 x2, 10:30-12:30 x1"
REVIEW_2024_SESSION_TIME_MISSING,2024-06-26,Calthorpe Wellbeing Hub,Tennis,Tennis Register 2024.xlsx,Tennis,2024-06-26|Calthorpe Wellbeing Hub,,,,,,"2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Wednesday slots at venue: 12:15-13:15 x16, 10:00-11:30 x4, 16:00-17:00 x2, 16:30-17:30 x1; all later venue slots: 12:15-13:15 x20, 10:00-11:30 x17, 16:30-17:30 x17, 16:00-17:00 x10, 10:30-11:30 x2, 11:30-12:30 x2, 12:00-13:00 x2, 10:30-12:30 x1"
REVIEW_2024_SESSION_TIME_MISSING,2024-06-27,Calthorpe Wellbeing Hub,Tennis,Tennis Register 2024.xlsx,Tennis,2024-06-27|Calthorpe Wellbeing Hub,,,,,,"2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Thursday slots at venue: none; all later venue slots: 12:15-13:15 x20, 10:00-11:30 x17, 16:30-17:30 x17, 16:00-17:00 x10, 10:30-11:30 x2, 11:30-12:30 x2, 12:00-13:00 x2, 10:30-12:30 x1"
REVIEW_2024_SESSION_TIME_MISSING,2024-06-29,Ward End Park,Tennis,Tennis Register 2024.xlsx,Tennis,2024-06-29|Ward End Park,,,,,,"2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Saturday slots at venue: 11:00-12:30 x4, 10:00-12:00 x3; all later venue slots: 11:00-12:30 x4, 10:00-12:00 x3, 09:30-11:30 x2, 10:45-12:45 x1"
REVIEW_2024_SESSION_TIME_MISSING,2024-07-30,Handsworth,Tennis,Tennis Register 2024.xlsx,Tennis,2024-07-30|Handsworth,,,,,,2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Tuesday slots at venue: 11:00-11:45 x19; all later venue slots: 11:00-11:45 x19
REVIEW_2024_SESSION_TIME_MISSING,2024-08-01,Calthorpe Wellbeing Hub,Tennis,Tennis Register 2024.xlsx,Tennis,2024-08-01|Calthorpe Wellbeing Hub,,,,,,"2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Thursday slots at venue: none; all later venue slots: 12:15-13:15 x20, 10:00-11:30 x17, 16:30-17:30 x17, 16:00-17:00 x10, 10:30-11:30 x2, 11:30-12:30 x2, 12:00-13:00 x2, 10:30-12:30 x1"
REVIEW_2024_SESSION_TIME_MISSING,2024-09-10,Handsworth,Tennis,Tennis Register 2024.xlsx,Tennis,2024-09-10|Handsworth,,,,,,2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Tuesday slots at venue: 11:00-11:45 x19; all later venue slots: 11:00-11:45 x19
REVIEW_2024_SESSION_TIME_MISSING,2024-09-12,Calthorpe Wellbeing Hub,Tennis,Tennis Register 2024.xlsx,Tennis,2024-09-12|Calthorpe Wellbeing Hub,,,,,,"2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Thursday slots at venue: none; all later venue slots: 12:15-13:15 x20, 10:00-11:30 x17, 16:30-17:30 x17, 16:00-17:00 x10, 10:30-11:30 x2, 11:30-12:30 x2, 12:00-13:00 x2, 10:30-12:30 x1"
REVIEW_2024_SESSION_TIME_MISSING,2024-09-17,Handsworth,Tennis,Tennis Register 2024.xlsx,Tennis,2024-09-17|Handsworth,,,,,,2024 source has no time and CRM has no Tennis session for this venue/date; refusing to invent time. later source Tuesday slots at venue: 11:00-11:45 x19; all later venue slots: 11:00-11:45 x19
